item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel	merchant-shipping-group	status	Minimum order quantity	Sell remainder
LuckyBlankets Wolldecke Sevilla/Wool Blanket Seville 140×200 cm	Die LuckyBlankets Wolldecke Sevilla ist eine Kombination aus modernem Design, Weichheit und Funktionalität. Mit einer großzügigen Größe von 140x200 cm bietet diese Decke ausreichend Platz für gemütliche Stunden auf dem Sofa oder im Bett. Die Materialzusammensetzung aus 20 % Wolle, 40 % Polyester und 40 % Acryl sorgt für eine ausgewogene Mischung aus natürlicher Wärme, Strapazierfähigkeit und einfacher Pflege. Ob als kuschelige Sofadecke oder stilvolles Wohnaccessoire – die Wolldecke Sevilla bringt Komfort und Stil in Ihr Zuhause.	0930B4CLSZO	AB-T4F4-2QK6			30/09/2024 20:12:56 MEST		y	1			500				B0BPRCG9LD						B0BPRCG9LD				AMAZON_EU	Standardvorlage Amazon	Incomplete		
LuckyBlankets Wolldecke Madrid/Wool Blanket Madrid 140x200 cm	Die LuckyBlankets Wolldecke Madrid vereint erstklassige Materialien und stilvolles Design, um Ihr Zuhause gemütlich und elegant zu gestalten. Mit einer Größe von 140x200 cm bietet diese Decke die perfekte Kombination aus Funktionalität und Luxus. Die Decke besteht aus einer sorgfältig ausgewählten Mischung von 20% Wolle, 40% Polyester und 40% Acryl, wodurch sie nicht nur besonders weich, sondern auch langlebig und pflegeleicht ist. Die natürliche Wärme der Wolle sorgt für ein angenehmes Klima, während Polyester und Acryl zusätzliche Strapazierfähigkeit und Formbeständigkeit verleihen. Egal ob auf dem Sofa, im Schlafzimmer oder unterwegs – die Wolldecke Madrid bietet wohltuende Wärme und stilvollen Komfort. Ihr dezentes, zeitloses Design passt sich mühelos jeder Einrichtung an und macht sie zu einem unverzichtbaren Accessoire für kalte Tage.	0930B3V7ME1	BC-J253-RDT0			30/09/2024 15:45:53 MEST		y	1			500				B0BPRCPDQH						B0BPRCPDQH				AMAZON_EU	Standardvorlage Amazon	Incomplete		
LuckyBlankets Merinodecke Marseille/Merino Blanket Marseille 140x200 cm	Tauchen Sie ein in ultimativen Komfort mit der Merinodecke Marseille von LuckyBlankets. Diese luxuriöse Decke aus feiner Merinowolle bietet eine perfekte Kombination aus natürlicher Wärme und Langlebigkeit dank der Mischung von Merino und Nylon. Mit einer Größe von 140x200 cm ist sie ideal für gemütliche Abende zu Hause oder als stilvolle Ergänzung zu Ihrem Schlafzimmer.	0930B48OTTW	FX-5A29-0HH9			30/09/2024 18:04:37 MEST		y	1			500				B0BQ118Q1R						B0BQ118Q1R				AMAZON_EU	Standardvorlage Amazon	Incomplete		
LuckyBlankets Superfeine Merinodecke London/Superfine Merino Blanket London 140x200 cm	Erleben Sie Luxus und Komfort mit der LuckyBlankets Superfeine Merinodecke London in der Größe 140x200 cm. Diese hochwertige Decke besteht aus einer erstklassigen Mischung von 90% superfeiner Merinowolle und 10% edlem Kaschmir. Sie bietet die perfekte Kombination aus Weichheit, Wärme und Leichtigkeit. Ob zum Entspannen auf der Couch oder für eine gemütliche Nacht im Bett – die LuckyBlankets Merinodecke wird zu Ihrem unverzichtbaren Begleiter für kühle Tage und Nächte. Dank der natürlichen Eigenschaften der Merinowolle ist die Decke atmungsaktiv, feuchtigkeitsregulierend und hypoallergen, was sie ideal für den täglichen Gebrauch macht. Der Kaschmiranteil verleiht ihr eine zusätzliche luxuriöse Haptik, die Sie jeden Tag genießen werden.	0930B3EZX56	GD-PHFV-DTVF			30/09/2024 12:26:38 MEST		y	1			500				B0BQ3SLS8B						B0BQ3SLS8B				AMAZON_EU	Standardvorlage Amazon	Incomplete		
LuckyBlankets Tagesdecke 140x200 | Weiche Merino Wolldecke mit 10% Kaschmir | Warme Sofa Decke | Merino Decke für Couch & Outdoor Sofa | Couchdecke mit Tasseln	Die LuckyBlankets Superfeine Merinodecke Birmingham bietet ultimativen Komfort und Luxus für Ihr Zuhause. Mit einer Größe von 140x200 cm ist diese edle Decke perfekt geeignet, um Sie in kalten Nächten warm zu halten und Ihrem Wohnraum einen Hauch von Eleganz zu verleihen. Gefertigt aus einer exquisiten Mischung von 90% superfeiner Merinowolle und 10% Kaschmir, zeichnet sich diese Decke durch eine außergewöhnlich weiche und hochwertige Haptik aus. Die Merinowolle sorgt für exzellente Wärmeisolierung und natürliche Atmungsaktivität, während der Anteil an Kaschmir zusätzliche Weichheit und ein Gefühl von Luxus bietet. Diese Decke ist leicht, aber dennoch wärmend, und bietet ein unvergleichliches Wohlgefühl. Egal ob als Sofadecke, Bettdecke oder stilvolles Wohnaccessoire – die Superfeine Merinodecke Birmingham passt sich perfekt Ihrem Stil an und ist ein unverzichtbarer Begleiter für kühle Tage und gemütliche Abende.	0929B1FIYR1	I8-F2L4-5LOX			29/09/2024 20:23:04 MEST		y	1			500				B0BQ3T1YZZ						B0BQ3T1YZZ				AMAZON_EU	Standardvorlage Amazon	Incomplete		
Badetuch 70x140 cm aus 100% Baumwolle – Weiches Duschhandtuch für Bad & Sauna – Saugfähig & Hautfreundlich – Pflegeleicht & Groß	Dieses Badetuch in der Größe 70x140 cm ist Ihr perfekter Begleiter für Bad, Dusche, Sauna oder Fitnessstudio. Es besteht aus 100% hochwertiger Baumwolle und bietet ein besonders weiches, hautfreundliches Gefühl – ideal auch für empfindliche Haut. Die saugstarke Frotteequalität nimmt Feuchtigkeit effizient auf, während das Material atmungsaktiv bleibt und schnell trocknet. So fühlen Sie sich jederzeit frisch und trocken – ob zu Hause oder unterwegs. Mit seinem stilvollen hellbraunen Farbton fügt sich das Handtuch dezent und edel in jedes Badezimmerdesign ein. Die großzügige Größe bietet ausreichend Fläche zum Einwickeln und Wohlfühlen. Pflegeleicht und langlebig: Das Handtuch ist bei 60°C waschbar, trocknergeeignet und bleibt auch nach vielen Waschgängen form- und farbstabil. Gönnen Sie sich Qualität und Komfort in einem – mit einem Badetuch, das jeden Tag zum kleinen Wellnessmoment macht.	0616FHHNCYA	K3-O4TQ-YA3B			16/06/2025 17:27:15 MEST		y	1			11				B0F9GXQ864						B0F9GXQ864				AMAZON_EU	Standardvorlage Amazon	Incomplete		
LuckyBlankets Kaschmirdecke Rom/Cashmere Blanket Rome 140x200 cm	Die LuckyBlankets Kaschmirdecke Rom ist ein wahrer Ausdruck von Luxus und Wohlbefinden. Mit einer Größe von 140x200 cm bietet diese Decke den idealen Komfort für entspannte Stunden zuhause. Die edle Materialmischung aus 5 % Kaschmir, 40 % Merinowolle, 35 % Acryl und 20 % Polyester sorgt für eine unvergleichliche Weichheit, Wärme und Strapazierfähigkeit. Diese Decke kombiniert die besten Eigenschaften natürlicher und synthetischer Fasern, um Ihnen höchsten Komfort und Langlebigkeit zu bieten.	0930B49DMX3	LA-MYIB-3U3A			30/09/2024 19:51:34 MEST		y	1			500				B0BPZTD9B8						B0BPZTD9B8				AMAZON_EU	Standardvorlage Amazon	Incomplete		
altego Duschtuch 70x140 cm - Duschhandtuch & Badetuch 100% Baumwolle - 2er Set - Premium Qualität	Großes Duschtuch 70x140 cm im praktischen 2er Set. Geeignet als Duschhandtuch, Badetuch oder Badehandtuch für den täglichen Einsatz im Bad, in der Sauna oder beim Sport. 100% Baumwolle in Premium Qualität sorgt für Weichheit, hohe Saugfähigkeit und ein angenehmes Hautgefühl nach dem Duschen oder Baden. Die Größe 70x140 cm ist der klassische Standard für große Handtücher und bietet vielseitige Einsatzmöglichkeiten für Erwachsene, Familie oder Gäste. Pflegeleicht und langlebig. Waschbar bei 60°C, formstabil und farbecht.	0926F9ZM5CU	LJ-UCYA-OR64			26/09/2025 12:58:41 MEST		y	1			11				B0FSSF23HK						B0FSSF23HK				AMAZON_EU	Standardvorlage Amazon	Incomplete		
LuckyBlankets Baumwolldecke Hamburg/Cotton Blanket Hamburg 140x200 cm	Hüllen Sie sich in den luxuriösen Komfort der LuckyBlankets Baumwolldecke Hamburg. Diese vielseitige Decke wurde für all jene entworfen, die Qualität und Stil zu schätzen wissen. Perfekt, um es sich zu Hause gemütlich zu machen, sei es auf dem Sofa oder im Bett. Mit einer Größe von 140x200 cm ist sie ideal für den individuellen Gebrauch oder als zusätzliche Schicht für zwei Personen.	0930B3MKN5V	RW-FW2A-SZPO			30/09/2024 15:55:01 MEST		y	1			500				B0BPR7R96K						B0BPR7R96K				AMAZON_EU	Standardvorlage Amazon	Incomplete		
LuckyBlankets Baumwolldecke Berlin/Cotton Blanket Berlin 140x200 cm	Die LuckyBlankets Baumwolldecke Berlin ist die perfekte Kombination aus hochwertigen Materialien und modernem Design. Mit einer Größe von 140x200 cm ist diese Decke ideal für gemütliche Abende auf dem Sofa oder als stilvolle Tagesdecke auf Ihrem Bett. Hergestellt aus 50% Baumwolle, 30% Polyester und 20% Acryl, bietet die Decke eine wunderbare Balance zwischen natürlicher Weichheit, Atmungsaktivität und Langlebigkeit. Die Baumwolle sorgt für ein angenehmes Hautgefühl, während Polyester und Acryl zusätzliche Stabilität und Formbeständigkeit gewährleisten, sodass die Decke auch nach häufigem Waschen weich und formstabil bleibt. Egal ob als Sofadecke, Kuscheldecke oder Wohnaccessoire – die Baumwolldecke Berlin passt sich perfekt Ihrem Wohnstil an und sorgt für wohlige Wärme an kalten Tagen.	0929B1HP1FK	T6-4TLF-Z2B6			29/09/2024 20:38:43 MEST		y	1			500				B0BNNGR7GL						B0BNNGR7GL				AMAZON_EU	Standardvorlage Amazon	Incomplete		
LuckyBlankets Wolldecke Valencia/Wool Blanket Valencia 140x200 cm	Die LuckyBlankets Wolldecke Valencia bietet eine perfekte Kombination aus natürlicher Wärme und moderner Strapazierfähigkeit. Diese Decke besteht aus 20 % Wolle, 40 % Polyester und 40 % Acryl, was für eine ausgewogene Mischung aus Weichheit, Langlebigkeit und Pflegeleichtigkeit sorgt. Mit ihrem zeitlosen Design und der idealen Materialkombination ist die Wolldecke Valencia der ideale Begleiter für gemütliche Momente zuhause.	0930B43VF7G	T9-CUP0-LQQK			30/09/2024 20:04:33 MEST		y	1			500				B0BPVW38ZF						B0BPVW38ZF				AMAZON_EU	Standardvorlage Amazon	Incomplete		
altego Tagesdecke Großer Komfort	Hochwertige Tagesdecke	0902F8EBLXB	TU-Q8KV-ALSU			02/09/2025 11:41:38 MEST		y	1			11				B0FPG1MZQ5						B0FPG1MZQ5				AMAZON_EU	Standardvorlage Amazon	Incomplete		
altego Badetuch groß 100x180 cm - Badehandtuch groß, Duschhandtuch & Saunatuch aus 100% Baumwolle, 500 g/m², Premium Qualität	Dieses extra große Badetuch groß in der Größe 100x180 cm ist die ideale Wahl für alle, die ein hochwertiges Badehandtuch, Duschhandtuch oder Saunatuch suchen. Dank der großzügigen Maße bietet das Handtuch hohen Komfort und ist perfekt geeignet für Bad, Dusche, Sauna und Wellness. Gefertigt aus 100% Baumwolle und mit einer hohen Stoffdichte von 500 g/m² überzeugt dieses Badehandtuch groß durch seine Premium Qualität. Das Material ist besonders weich, saugstark und angenehm auf der Haut - ideal für den täglichen Gebrauch sowie für entspannte Sauna- und Wellnessmomente. Ob als Duschhandtuch nach dem Duschen, als Saunatuch oder Saunahandtuch im Spa, Fitnessstudio oder Zuhause - dieses vielseitige Badehandtuch passt sich jedem Einsatzbereich an. Die hochwertige Verarbeitung sorgt für Langlebigkeit und Formstabilität, auch bei häufigem Waschen. Das Badetuch aus Baumwolle ist pflegeleicht, hygienisch und bei 60°C waschbar. Es bleibt farbecht und formstabil und eignet sich daher auch hervorragend für den täglichen Gebrauch, für Familien, Gäste oder Ferienwohnungen. Mit seinem zeitlosen Design und der hochwertigen Verarbeitung verbindet dieses Badetuch groß Funktionalität, Komfort und Stil und ist die richtige Wahl für alle, die Wert auf Premium Qualität legen.	0616FGXENQT	U6-BNOJ-O9RQ			16/06/2025 14:03:58 MEST		y	1			11				B0F9GZLZLH						B0F9GZLZLH				AMAZON_EU	Standardvorlage Amazon	Incomplete		
LuckyBlankets Baumwolldecke München/Cotton Blanket Munich 140x200 cm	Mit der LuckyBlankets Baumwolldecke München genießen Sie die perfekte Balance aus Stil, Komfort und Funktionalität. Die Decke besteht aus einer hochwertigen Materialmischung von 50 % Baumwolle, 30 % Polyester und 20 % Acryl, die für eine angenehm weiche Haptik, Strapazierfähigkeit und langanhaltende Formstabilität sorgt. Ob für gemütliche Abende auf der Couch, als dekorativer Überwurf oder wärmende Tagesdecke – die Decke München ist ein unverzichtbares Accessoire für jedes Zuhause.	0930B43L1LA	U8-CB7Q-N2X9			30/09/2024 19:05:31 MEST		y	1			500				B0BPRF965N						B0BPRF965N				AMAZON_EU	Standardvorlage Amazon	Incomplete		
altego Saunahandtuch 100 x 200 cm – Saunatuch Baumwolle & Badehandtuch groß, Duschtuch 100x200, Premium Qualität	Dieses Saunahandtuch 100x200 cm ist die perfekte Wahl für alle, die ein extra großes Saunatuch, Badehandtuch groß 100x200 oder Duschtuch 100x200 suchen. Die großzügige Größe bietet hohen Komfort und optimale Abdeckung in Sauna, Dusche, Bad und Wellnessbereich – ideal für Zuhause, Spa oder Fitnessstudio. Gefertigt aus 100% Baumwolle, überzeugt dieses Saunatuch Baumwolle durch hohe Saugkraft, angenehme Weichheit und Langlebigkeit. Das Material ist hautfreundlich, strapazierfähig und eignet sich hervorragend für den täglichen Einsatz als Saunahandtuch, Saunatuch oder Badehandtuch groß. Ob als Saunahandtuch 100x200, Saunatuch XXL oder klassisches Duschtuch 100x200 – dieses Handtuch steht für Premium Qualität und ist gleichermaßen für Damen und Herren geeignet.	0902F8AB2S4	YB-IO3F-MXIK			02/09/2025 10:22:10 MEST		y	1			11				B0FPFS37L4						B0FPFS37L4				AMAZON_EU	Standardvorlage Amazon	Incomplete		
